feature_id,name_zh,dimension,platform_a,platform_b,result,verification,scope,rationale,confidence,confidence_rationale,device_requirement,device_state
location.maps.sdk,地图SDK,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.maps.sdk,地图SDK,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning,定位,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.background,后台定位,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
location.positioning.foreground,前台定位,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media,媒体,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture,媒体采集,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.camera,相机捕获管线,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.capture.microphone,麦克风录音,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec,编解码,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.codec.hardware,硬件编解码,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.library,媒体库,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.library,媒体库,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
media.library,媒体库,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
